,movie_name,year,num_characters,num_connections,num_connected_components,num_main_characters,max_degree_node_value,max_degree_node,network_strength,max_weight_edge_value,max_weight_edge_source,max_weight_edge_target
12369,Kenny,2006,15,32,1,2,10,Kenny Smyth,281,31,Kenny Smyth,Pat
12370,Baxter,1989,6,5,1,1,5,Baxter,24,8,Eva Braun,Baxter
12371,Dragon Ball Z: Lord Slug,1991,3,2,1,1,2,Goku,8,5,Son Goku / Son Gohan,Goku
12372,The Birds,1963,9,21,1,5,8,Melanie Daniels,335,47,Mitch Brenner,Lydia Brenner
12373,Arrowsmith,1931,10,24,1,3,9,Dr. Martin Arrowsmith,562,95,Dr. Martin Arrowsmith,Leora Tozer Arrowsmith
12374,Clash by Night,1952,7,20,1,7,6,Jerry D'Amato,819,185,Jerry D'Amato,Mae Doyle D'Amato
12375,Papadopoulos & Sons,2012,14,25,1,1,11,Harry Papadopoulos,201,17,Katie Papadopoulos,James Papadopoulos
12376,Bright Star,2009,12,32,1,5,11,Tom Keats,675,92,Tom Keats,John Keats
12377,Rings,2017,7,12,1,5,6,Julia,135,28,Julia,Gabriel Brown
12378,Bukowski: Born into This,2003,18,77,1,5,17,daughter of Charles and Frances Smith,6547,1915,Charles Bukowski,Linda Lee Bukowski
12379,The Widow of Saint-Pierre,2000,4,4,1,3,3,Joseph Auguste Néel,33,10,Father Coupard,Louis Ollivier
12380,Eva & Adam: Four Birthdays and a Fiasco,2001,10,29,1,6,9,Adam Kieslowski,289,55,Eva Strömdahl,Adam Kieslowski
12381,Alive Inside,2014,5,3,2,0,2,Dan Cohen,23,9,Bill Thomas,Dan Cohen
12382,Daydream Nation,2010,19,53,1,2,17,Caroline Wexler,621,92,Caroline Wexler,Thurston Goldberg
12383,Rain Fall,2009,11,16,1,2,7,Kawamura Assistant,139,33,Kawamura Assistant,John Rain
12384,Anatomy of a Murder,1959,22,110,1,7,20,Paul Biegler,2841,474,Paul Biegler,Laura Manion
12385,Yevade Subramanyam,2015,4,6,1,4,3,Rishi,505,272,Rishi,Subbu
12386,Too Late the Hero,1970,18,85,1,7,17,Pvt. Tosh Hearne,715,41,Pvt. Tosh Hearne,Private Campbell
12387,Delirium,1987,11,27,1,6,8,Gioia,290,46,Gioia,Evelyn
12388,Bad Girls from Valley High,2005,10,41,1,10,9,Brooke,532,65,Charity Chase,Danielle
12389,Into the Sun,2005,6,8,1,4,4,Travis Hunter,68,28,Kuroda,Kojima
12390,Precious Cargo,2016,13,29,1,3,10,Jack,612,137,Karen,Jack
12391,Cool Runnings,1993,19,62,1,3,15,Irving 'Irv' Blitzer,1034,132,Sanka Coffie,Derice Bannock
12392,Thunderbolt and Lightfoot,1974,7,8,1,1,6,Lightfoot,58,17,Melody,Gloria
12393,Swelter,2014,22,65,1,2,15,Bishop,395,20,Bishop,Madsen
12394,Rio Lobo,1970,11,44,1,10,10,Captain Pierre Cordona (Frenchy),1507,178,Captain Pierre Cordona (Frenchy),Colonel Cord McNally
12395,The Remaining,2014,13,48,1,6,11,Dan,2394,390,Tommy,Jack
12396,My Father is a Hero,1995,5,6,1,1,4,Ku Kung,176,88,Inspector Fong,Ku Kung
12397,Race Gurram,2014,5,4,1,1,4,Maddali Shiva Reddy,33,19,Maddali Shiva Reddy,Kill bill pandey
12398,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,19,59,1,3,18,Lord John 'Jack' Clayton,817,128,Lord John 'Jack' Clayton,Capitaine Phillippe D'Arnot
12399,Dead Bang,1989,11,19,1,2,9,Mark Beck,138,23,Mark Beck,Bobby Burns
12400,A Day at the Races,1937,8,24,1,7,7,Judy Standish,606,73,Judy Standish,Mrs. Emily Upjohn
12401,One Chance,2013,13,30,1,2,11,Paul Potts,342,62,Paul Potts,Julz
12402,Secrets of Women,1952,11,31,1,6,10,Eugen Lobelius,285,37,Fredrik Lobelius,Eugen Lobelius
12403,To Kill a Man,2014,4,4,1,3,3,Jorgito,26,10,Marta,Jorge
12404,Oliver!,1968,10,26,1,7,8,Oliver,332,55,Bill Sikes,Nancy
12405,The Face of an Angel,2014,21,60,1,3,15,Jessica'a Lawyer,704,89,Elizabeth Pryce,Jessica'a Lawyer
12406,Solomon and Sheba,1959,11,31,1,6,10,Solomon,611,76,Solomon,Adonijah
12407,Bad Timing,1980,10,17,1,2,8,Alex Linden,394,188,Alex Linden,Milena Flaherty
12408,Kikujiro,1999,3,2,1,1,2,Masao,9,6,Masao,Kikujiro
12409,Dominion: Prequel to the Exorcist,2005,14,42,1,4,13,Father Lankester Merrin,628,110,Father Lankester Merrin,Rachel Lesno
12410,Retribution,2015,11,32,1,6,10,Carlos,1090,201,Marcos,Carlos
12411,Make Way for Tomorrow,1937,4,2,2,0,1,George Cooper,6,3,George Cooper,Nellie Chase
12412,Lapland Odyssey,2010,5,4,1,1,3,Janne,19,8,Inari Juntura,Janne
12413,Tango & Cash,1989,13,16,2,0,6,Raymond 'Ray' Tango,89,11,Raymond 'Ray' Tango,Yves Perret
12414,Shrek Forever After,2010,8,8,1,1,7,Princess Fiona,64,22,Princess Fiona,Donkey
12415,Madonna: Truth or Dare,1991,16,43,1,1,13,Madonna,557,71,Madonna,Donna DeLory
12416,20:30:40,2004,8,16,1,3,7,Lily,258,50,Shi-Jie 'Jerry' Zhang,Lily
12417,Satantango,1994,3,2,1,1,2,Schmidt,12,9,Futaki,Schmidt
12418,Silence,2016,18,52,1,2,15,Sebastião Rodrigues / Okada San'emon,852,74,Sebastião Rodrigues / Okada San'emon,Goto Swimming Man
12419,Dragon Age: Dawn of the Seeker,2012,17,57,1,5,16,Cassandra,2306,363,Byron,Cassandra
12420,Simon Killer,2012,4,3,1,2,2,Simon,12,5,Victoria,Simon
12421,Step Up Revolution,2012,15,23,1,0,8,Eddy,179,38,Eddy,Emily
12422,The Thompsons,2012,9,19,1,4,7,Francis Hamilton,149,20,David Hamilton,Lenny Hamilton
12423,K-11,2012,8,6,2,0,4,Raymond Saxx Jr.,44,25,Ian Sheffield,Raymond Saxx Jr.
12424,K-19: The Widowmaker,2002,19,22,2,0,8,Capt. Alexei Vostrikov,111,17,Capt. Mikhail Polenin,Vasily
12425,Frat Party,2009,18,47,1,2,17,Duffy,930,137,Duffy,Adriana
12426,Miseria e nobiltà,1954,11,27,1,4,8,Felice Sciosciammocca,222,26,Vincenzo,Peppinello
12427,The Chocolate War,1988,20,55,1,2,16,Jerry Renault,834,83,Jerry Renault,Archie
12428,Touchez Pas au Grisbi,1954,10,22,1,2,9,Max dit Max le Menteur,246,62,Max dit Max le Menteur,Angelo Fraiser
12429,Ride 'Em Cowboy,1942,8,17,1,3,7,Bronco Bob Mitchell,331,67,Bronco Bob Mitchell,Anne Shaw
12430,Happy Endings,2005,13,37,1,2,9,Mamie,289,28,Charley,Gil
12431,Two Lottery Tickets,2016,5,6,1,2,4,Dinel Petre,40,14,Dinel Petre,Pompiliu Bors
12432,Our Relations,1936,6,10,1,4,5,Stan / Alf Laurel,190,75,Stan / Alf Laurel,Ollie / Bert Hardy
12433,Extremely Loud & Incredibly Close,2011,23,45,1,1,15,Oskar Schell,586,78,Oskar Schell,Thomas Schell
12434,I'm a Killer,2016,10,11,2,1,6,Wieslaw Kalicki,88,25,Janusz Jasinski,Wieslaw Kalicki
12435,Arsenic and Old Lace,1944,18,95,1,9,17,Mortimer Brewster,5119,371,Mortimer Brewster,Aunt Abby Brewster
12436,$,1971,4,3,1,2,2,Joe Collins,19,11,Joe Collins,Mr. Kessel
12437,Marianne & Juliane,1981,4,3,1,1,3,Marianne,15,6,Marianne,Juliane
12438,Hostiles,2017,22,58,1,1,14,Lieutenant Colonel Ross McGowan,300,17,Lieutenant Colonel Ross McGowan,Minnie McCowan
12439,"I, Anna",2012,8,9,2,1,5,Anna Welles,83,18,Emmy,Chiara
12440,Killing Bono,2011,16,62,1,5,15,Neil McCormick,1191,200,Bono,Neil McCormick
12441,Virgin Territory,2007,9,15,1,2,7,Lorenzo,182,41,Lorenzo,Gerbino
12442,Avenging Force,1986,16,36,1,3,12,Capt. Matt Hunter,418,73,Capt. Matt Hunter,Larry Richards
12443,Crocodile Dundee,1986,19,35,1,1,11,Michael J. 'Crocodile' Dundee,227,28,Sue Charlton,Richard Mason
12444,ABCD (Any Body Can Dance),2013,6,9,1,5,5,Vishnu,100,45,Vishnu,Gopi
12445,Detective Byomkesh Bakshy!,2015,13,31,1,3,11,Dr. Anukul Guha / Yang Guang,435,91,Dr. Anukul Guha / Yang Guang,Sukumar
12446,Yeh Dillagi,1994,4,5,1,4,3,Sapna,105,57,Sapna,Vikram 'Vicky' Saigal
12447,The Devil's Own,1997,12,16,1,1,10,Young Frankie,85,10,Young Frankie,Billy Burke
12448,Dying of the Light,2014,15,35,1,2,13,Evan Lake,476,146,Muhammad Banir,Evan Lake
12449,The Book of Love,2016,8,9,1,1,7,Henry Herschel,130,37,Julia Mureaux,Henry Herschel
12450,Farinelli,1994,8,12,1,1,7,Carlo Broschi (Farinelli),159,43,Carlo Broschi (Farinelli),Riccardo Broschi
12451,Neighbour No 13,2005,4,2,2,0,1,Yuki Akai,17,14,Yuki Akai,Jûzô Murasaki
12452,Mom and Dad Save the World,1992,6,10,1,4,5,Dick Nelson,344,145,Dick Nelson,Marge Nelson
12453,In the Land of Women,2007,10,17,1,2,7,Lucy Hardwicke,97,14,Lucy Hardwicke,Carter Webb
12454,Appropriate Behavior,2014,17,25,1,1,10,Shirin,133,23,Shirin,Maxine
12455,Lake Placid,1999,8,11,1,1,5,Hector Cyr,184,34,Hector Cyr,Kelly Scott
12456,Guardie e ladri,1951,8,15,1,3,6,Alfredo,94,16,Libero Esposito,Paolo Bottoni
12457,Grandmaster,2012,13,35,1,3,10,Beena Thomson,288,22,Beena Thomson,Paul Matthew
12458,Detour,1945,5,6,1,3,3,Vera,100,37,Vera,Charles Haskell Jr
12459,Kevade,1969,10,17,1,2,7,Joosep Toots,166,24,Arno Tali,Tõnisson
12460,The Leading Man,1996,11,21,1,4,8,Elena Webb,252,43,Felix Webb,Robin Grange
12461,America: Freedom to Fascism,2006,6,7,1,1,5,Aaron Russo,59,25,Aaron Russo,Sheldon Cohen
12462,The 300 Spartans,1962,15,44,1,4,12,King Leonidas,363,31,King Leonidas,Ellas
12463,Loving Annabelle,2006,5,6,1,2,4,Annabelle Tillman,55,26,Annabelle Tillman,Simone Bradley
12464,Elling,2001,6,12,1,6,5,Elling,404,145,Elling,Kjell Bjarne
12465,Spun,2002,11,23,1,2,10,Ross,283,59,Ross,Nikki
12466,Cronos,1993,3,2,1,1,2,Jesus Gris,9,5,Jesus Gris,Angel de la Guardia
12467,68 Kill,2017,6,3,3,0,1,Violet,18,9,Violet,Dwayne
12468,Ed Wood,1994,21,70,1,3,18,Ed Reynolds,737,100,Bela Lugosi,Ed Reynolds
12469,The Caiman,2006,9,10,2,0,4,Silvio Berlusconi,53,9,Bruno Bonomo,Silvio Berlusconi
12470,The Sound Barrier,1952,9,19,1,3,8,Tony Garthwaite,279,54,Tony Garthwaite,Susan Garthwaite
12471,Little Lili,2003,5,4,1,0,2,Simon Marceaux,18,7,Mado Marceaux,Brice
12472,Les Girls,1957,7,19,1,7,6,Lady Sybil Wren,594,120,Lady Sybil Wren,Barry Nichols
12473,Taking Chances,2009,12,17,1,1,8,Chase Revere,145,48,Chase Revere,Lucy
12474,One True Thing,1998,12,30,1,3,10,Ellen Gulden,253,29,Ellen Gulden,Brian Gulden
12475,The Whole Wide World,1996,10,23,1,3,9,Novalyne Price,199,32,Novalyne Price,Robert E. Howard
12476,The Legend of 1900,1998,4,4,1,3,3,Danny Boodmann,31,9,Danny Boodmann,Max Tooney
12477,Leatherface,2017,15,46,1,3,12,Lizzy,584,44,Lizzy,Jackson
12478,The Scouting Book for Boys,2009,9,11,1,1,7,David,135,39,Emily,David
12479,House Calls,1978,22,66,1,2,17,Dr. Amos Willoughby,1229,168,Dr. Charley Nichols,Dr. Amos Willoughby
12480,Hell Fest,2018,7,20,1,7,6,Quinn,1881,269,Taylor,Brooke
12481,De brief voor de koning,2008,10,12,2,1,6,Tiuri,93,19,Tiuri,Knight Edwinem
12482,Byzantium,2012,7,13,1,4,6,Eleanor Webb,223,56,Clara Webb,Eleanor Webb
12483,Becoming Bond,2017,13,31,1,1,12,Himself - James Bond,522,103,Himself - James Bond,George Lazenby
12484,Knowing,2009,18,68,1,6,16,Lucinda Embry / Abby Wayland,1402,153,Caleb Koestler,John Koestler
12485,A Date for Mad Mary,2016,13,25,1,2,9,Mary,350,80,Mary,Charlene
12486,Asylum,1972,15,45,2,2,9,Lucy,326,36,George,Lucy
12487,Yesterday Was a Lie,2008,6,8,1,2,5,Hoyle,118,42,Hoyle,Dudas
12488,Sing,2016,13,38,1,4,12,Buster Moon,565,58,Buster Moon,Eddie
12489,Sweet Land,2005,8,11,1,2,7,Frandsen (as an older man),159,84,Inge (as an older woman),Frandsen (as an older man)
12490,Stone of Destiny,2008,8,11,1,0,4,Kay Matheson,97,29,Gavin Vernon,Alan Stuart
12491,No Mercy,1986,12,23,1,3,8,Paul Deveneux,215,31,Eddie Jillette,Michel Duval
12492,The Debt Collector,2018,11,21,1,2,10,Tommy,216,37,Tommy,Harvey
12493,I Vitelloni,1953,12,26,1,2,11,Leopoldo Vannucci,321,64,Fausto Moretti,Sandra Rubini
12494,eXistenZ,1999,8,15,1,4,6,Ted Pikul,149,24,Ted Pikul,Allegra Geller
12495,No Tears for the Dead,2014,3,2,1,1,2,John Lee,8,4,John Lee,Song joon-gi
12496,The House on Telegraph Hill,1951,12,33,1,4,11,Alan Spender,852,165,Alan Spender,Margaret
12497,The Beguiled,1971,12,40,1,7,11,Martha Farnsworth,711,93,Amy,Martha Farnsworth
12498,Detective Story,1951,17,65,1,5,15,Det. James 'Jim' McLeod,1466,165,Karl Schneider,Mary McLeod
12499,The House That Jack Built,2018,4,3,1,1,3,Jack,37,15,Jack,Verge
12500,Bart Got a Room,2008,14,38,1,2,12,Camille,444,74,Danny,Camille
12501,Feeling Minnesota,1996,3,2,1,1,2,Freddie Clayton,24,15,Freddie Clayton,Sam Clayton
12502,Jolene,2008,19,37,1,1,16,Jolene,504,71,Jolene,Brad
12503,The Fencer,2015,6,10,1,4,5,Jaan,70,14,Jaan,Marta
12504,Scouts Guide to the Zombie Apocalypse,2015,11,37,1,8,10,Carter Grant,1137,209,Carter Grant,Ben Goudy
12505,Spirit: Stallion of the Cimarron,2002,4,3,1,1,3,Spirit,23,13,Spirit,Soldier
12506,The Return of Don Camillo,1953,11,27,1,6,8,Cagnola,336,49,Don Pietro,Don Camillo
12507,The Voices,2014,15,46,1,4,14,Jerry,1628,311,Jerry,Fiona
12508,One piece: Norowareta seiken,2004,7,14,1,3,6,Roronoa Zoro,314,91,Maya,Roronoa Zoro
12509,Dirty 30,2016,16,37,1,2,11,Kate Fields,376,48,Kate Fields,Evie
12510,Conquest of the Planet of the Apes,1972,8,10,2,0,4,Malcolm MacDonald,59,11,Caesar,Malcolm MacDonald
12511,Fly Away Home,1996,4,3,1,1,3,Amy Alden,21,13,Amy Alden,Thomas 'Tom' Alden
12512,Palookaville,1995,5,6,1,2,4,Jerry,67,28,Sid Dunleavy,Ed the Cop
12513,My Little Pony: Equestria Girls - Friendship Games,2015,5,3,2,0,2,Spike the Dog,11,4,Principal Abacus Cinch,Spike the Dog
12514,My Bodyguard,1980,9,10,2,0,4,Ricky Linderman,91,26,Ricky Linderman,Clifford Peache
12515,Monster High: Welcome to Monster High,2016,11,29,1,7,9,Draculaura,309,33,Draculaura,Tash / Ari
12516,An Average Little Man,1977,5,7,1,4,4,Mario Vivaldi,249,66,Mario Vivaldi,Amalia Vivaldi
12517,Vicky and the Treasure of the Gods,2011,4,6,1,4,3,Yogi,58,19,Der schreckliche Sven,Wickie
12518,American Wedding,2003,18,52,1,3,16,Steve Stifler,1017,148,Michelle Flaherty,Jim Levenstein
12519,Faces,1968,10,24,1,4,8,Jeannie Rapp,272,48,Freddie Draper,Jeannie Rapp
12520,Guns of the Magnificent Seven,1969,9,12,1,1,8,Chris,111,23,Chris,Max
12521,Living Out Loud,1998,5,3,2,0,2,Robert Nelson,13,5,Judith Moore,Robert Nelson
12522,Krisha,2015,8,9,1,1,7,Krisha,134,56,Krisha,Robyn
12523,The Son,2002,4,4,1,3,3,Philippo,16,5,Philippo,Raoul
12524,National Lampoon's European Vacation,1985,10,26,1,5,8,Clark Griswold,300,34,Clark Griswold,Russell 'Rusty' Griswold
12525,Wrongfully Accused,1998,15,32,1,2,11,Ryan Harrison,377,55,Ryan Harrison,Lauren Goodhue
12526,Thesis on a Homicide,2013,5,4,1,1,4,Gonzalo Ruiz Cordera,36,15,Gonzalo Ruiz Cordera,Valeria Di Natale
12527,Breakfast on Pluto,2005,18,35,1,0,10,Young Patrick Braden,266,30,Young Patrick Braden,Patrick 'Kitten' Braden
12528,The Slammin' Salmon,2009,22,54,1,1,14,Dave / Donnie,462,31,Connor,Dave / Donnie
12529,Sparks,2013,12,18,1,1,11,Ian Sparks,160,34,Ring Master Jesus,Ian Sparks
12530,You're Not You,2014,14,20,1,2,8,Kate,147,25,Kate,Evan
12531,Rewind This!,2013,8,6,3,0,3,Wayne Jones,63,32,Herself - VHS Collector,Wayne Jones
12532,The Clapper,2017,22,65,1,3,18,Eddie Krumble,1195,211,Eddie Krumble,Judy
12533,Piglet's Big Movie,2003,8,25,1,8,7,Piglet,680,105,Piglet,Roo
12534,Ted 2,2015,20,45,1,2,19,Ted,570,85,Ted,Sam J. Jones
12535,My Life Without Me,2003,8,12,1,1,6,Ann,136,37,Patsy,Ann
12536,Mr Turner,2014,31,104,1,1,28,JMW Turner,1287,123,JMW Turner,Benjamin Robert Haydon
12537,The Woman in Green,1945,7,10,1,2,6,Sherlock Holmes,128,48,Sherlock Holmes,Dr. John Watson
12538,Snatch,2000,30,122,1,4,22,Tommy,1287,55,Tommy,Boris 'The Blade' Yurinov
12539,The Agony and the Ecstasy,1965,5,5,1,1,4,Michelangelo,61,26,Michelangelo,Pope Julius II
12540,The Scapegoat,2012,7,10,1,2,5,John / Johnny,57,10,Lady Spence,John / Johnny
12541,$50K and a Call Girl: A Love Story,2014,7,16,1,5,6,Seth,1270,387,Seth,Ross
12542,Fullmetal Alchemist: The Sacred Star of Milos,2011,17,29,1,1,16,Julia Crichton,309,59,Julia Crichton,Herschel / Ashley Crichton
12543,Paranormal Xperience 3D,2011,3,3,1,3,2,Diana,50,27,Diana,Carlos
12544,My Name Is Joe,1998,16,40,1,2,13,Joe Kavanagh,1177,145,Joe Kavanagh,Liam
12545,Hellbenders,2012,9,10,1,1,7,Angus,74,17,Angus,Rabbi Weinberg
12546,Mystery Men,1999,18,51,1,3,11,Captain Amazing / Lance,540,52,Captain Amazing / Lance,The Blue Raja
12547,American Gangster,2007,45,277,1,4,41,Frank Lucas,4995,398,Frank Lucas,Richie Roberts
12548,Bare,2015,13,19,1,1,10,Sarah Barton,101,15,Pepper,Sarah Barton
12549,Sarkar,2005,10,23,1,3,9,Subhash Nagre 'Sarkar',302,41,Mrs. Pushpa Subhash Nagre,Subhash Nagre 'Sarkar'
12550,The Seeker: The Dark Is Rising,2007,15,97,1,15,14,Gwen Stanton,2704,119,Will Stanton,Max Stanton
12551,Step Brothers,2008,13,31,1,3,11,Brennan Huff,803,204,Brennan Huff,Dale Doback
12552,Kiss Me Kate,1953,11,29,1,5,9,Fred Graham 'Petruchio',815,238,Fred Graham 'Petruchio',"Lilli Vanessi / Katherine ""Kate"""
12553,In Search of Fellini,2017,12,30,1,3,10,Lucy,1388,225,Teen Claire,Kerri
12554,"To Wong Foo Thanks for Everything, Julie Newmar",1995,21,63,1,2,18,Vida Boheme,1051,85,Noxeema Jackson,Chi-Chi Rodriguez
12555,The Last Man on Earth,1964,6,7,1,3,4,Ben Cortman,138,54,Ruth Collins,Dr. Robert Morgan
12556,Lady in White,1988,18,35,1,1,15,Frankie Scarlatti,222,14,Frankie Scarlatti,Phil Terragarossa
12557,Follow That Dream,1962,12,44,1,6,11,Toby Kwimper,906,148,Toby Kwimper,Holly Jones
12558,The Day of the Jackal,1973,11,15,1,1,6,OAS Agent,76,12,OAS Agent,Colonel Rodin
12559,Death Becomes Her,1992,8,11,1,2,6,Dr. Ernest Menville,271,116,Dr. Ernest Menville,Madeline Ashton
12560,The Courtship of Eddie's Father,1963,7,21,1,7,6,Mrs. Livingston,939,177,Eddie Corbett,Elizabeth Marten
12561,Cop,1988,12,23,1,2,9,Kathleen McCarthy,235,53,Lawrence 'Birdman' Henderson,Delbert 'Whitey' Haines
12562,Ishq,2012,3,2,1,1,2,Priya,72,69,Rahul,Priya
12563,In & Out,1997,19,36,2,3,12,Howard Brackett,479,77,Howard Brackett,Walter Brackett
12564,The Star Maker,1995,10,13,1,1,9,Joe Morelli,227,89,Man Quoting Mussolini,Joe Morelli
12565,The Unjust,2010,8,20,1,3,7,Jang Seok-gu,210,43,Jang Seok-gu,Choi Cheol-gi
12566,The Babe,1992,35,93,1,2,33,Babe Ruth,1314,265,Babe Ruth,Helen Ruth
12567,Living Is Easy with Eyes Closed,2013,8,9,1,1,5,John Lennon,46,10,Antonio,John Lennon
12568,Any Day Now,2012,11,19,1,2,9,Marco Deison,386,135,Marco Deison,Rudy Donatello
12569,All Is Well,2015,5,5,1,2,3,Mr. Bhajanglal Bhalla,49,18,Mr. Bhajanglal Bhalla,Inder Bhalla
12570,Silver Streak,1976,11,18,1,1,8,George Caldwell,166,39,George Caldwell,Roger Devereau
12571,The Green Room,1978,11,27,1,4,9,Julie Davenne,264,38,Julie Davenne,Paul Massigny
12572,The Last Hurrah,1958,21,75,1,2,20,Frank Skeffington Jr.,932,78,Frank Skeffington Jr.,Adam Caulfield
12573,Tiptoes,2003,14,28,1,2,11,Steven Bedalia,303,65,Rolfe,Sally
12574,How Green Was My Valley,1941,16,55,1,3,15,Huw Morgan,364,30,Mr. Gruffydd,Huw Morgan
12575,Evil Aliens,2005,7,6,1,1,4,Gavin Gorman,38,16,Gavin Gorman,Michelle Fox
12576,The Dreamlife of Angels,1998,4,4,1,3,3,Marie Thomas,34,12,Marie Thomas,Fredo
12577,Horror Planet,1981,12,32,1,5,9,Holly,554,107,Gary,Gail
12578,Les clefs de bagnole,2003,4,3,1,1,3,Daniel Russo,14,8,Daniel Russo,Lucie
12579,Trident,1978,9,20,1,5,7,Geeta,144,17,Geeta,Raj Kumar Gupta / R.K. Gupta
12580,Hit by Lightning,2014,7,13,1,2,6,Ricky Miller,248,93,Ricky Miller,Danita Jacobs
12581,Forbidden City Cop,1996,4,3,1,1,3,Yip Koo-Shing,19,8,Gum Tso / Kam Cho,Yip Koo-Shing
12582,The Marine,2006,8,8,1,1,5,John Triton,43,11,John Triton,Kate Triton
12583,The Virgin Suicides,1999,21,74,1,4,17,Cecilia Lisbon,613,44,Cecilia Lisbon,Mary Lisbon
12584,Cobb,1994,15,25,1,1,14,Ty Cobb,321,97,Ty Cobb,Al Stump
12585,All Saints,2017,18,64,1,5,16,Michael Spurlock,710,66,Michael Spurlock,Forrest
12586,The Foreigner,2017,28,95,1,3,23,Liam Hennessy,1110,69,Liam Hennessy,Mary Hennessy
12587,Suspect X,2008,7,10,1,3,5,Tetsuya Ishigami,61,14,Tetsuya Ishigami,Misato Hanaoka
12588,Lilies,1996,7,9,1,2,5,Vallier,74,26,Young Simon,Vallier
12589,My Skinny Sister,2015,7,8,1,1,6,Stella,101,32,Stella,Katja
12590,American Ninja 3: Blood Hunt,1989,7,13,1,3,6,Curtis Jackson,176,44,Curtis Jackson,Sean Davidson - 'The American Ninja'
12591,Are We There Yet?,2005,8,11,1,1,7,Nick Persons,204,73,Nick Persons,Suzanne Kingston
12592,The Deluge,1974,14,21,1,1,11,Andrzej Kmicic,196,28,Andrzej Kmicic,Boguslaw Radziwill
12593,Breathe,2017,23,90,1,4,22,Robin Cavendish,1915,208,Robin Cavendish,Bloggs Blacker / David Blacker
12594,Sniper,1993,9,14,1,3,5,Raul Ochoa,121,23,Raul Ochoa,Mrs. Alvarez
12595,Beethoven's 2nd,1993,11,20,1,1,8,Ryce Newton,121,15,Regina,Floyd
12596,A Hijacking,2012,11,33,1,8,10,Peter C. Ludvigsen,1814,418,Omar,Peter C. Ludvigsen
12597,Citizen Toxie: The Toxic Avenger IV,2000,18,55,1,3,15,Toxie,573,55,Toxie,Tromaville Nazi
12598,Adult Beginners,2014,11,24,1,3,9,Jake,254,55,Jake,Teddy
12599,Testosterone,2003,5,7,1,3,4,Pablo Alesandro,185,87,Dean Seagrave,Pablo Alesandro
12600,Secret Admirer,1985,14,37,1,4,11,Michael Ryan,529,92,Michael Ryan,Toni
12601,The Garden of Allah,1936,6,9,1,3,5,Domini Enfilden,83,35,Domini Enfilden,Boris Androvsky
12602,The Great Buck Howard,2008,24,50,1,1,22,Buck Howard,668,95,Buck Howard,Troy Gable
12603,Green Zone,2010,24,133,1,8,23,Roy Miller,1806,98,Roy Miller,Soldier at WMD Site
12604,Sound of My Voice,2011,18,46,1,3,14,Peter Aitken,605,132,Peter Aitken,Maggie
12605,The Major,2013,3,2,1,1,2,Burlakov,10,6,Anatoly Merkulov,Burlakov
12606,Psycho III,1986,10,11,1,1,8,Norman Bates,132,54,Maureen Coyle,Norman Bates
12607,Bad Santa,2003,6,6,1,1,5,Willie Soke,39,15,Marcus Skidmore,Willie Soke
12608,Slack Bay,2016,12,32,1,3,11,Ma Loute Brufort,272,32,Ma Loute Brufort,Billie Van Peteghem
12609,Boiling Point,1990,3,2,1,1,2,Takashi Iguchi,26,16,Takashi Iguchi,Muto
12610,¡Vampiros en La Habana!,1985,7,8,1,1,5,Tio Werner Amadeus Von Dracula,61,26,Lola,Pepe
12611,American Hardcore,2006,4,3,1,1,3,Henry Rollins,19,11,Dez Cadena,Henry Rollins
12612,Stuart Little 2,2002,11,25,1,4,9,Stuart Little,545,158,Stuart Little,"Will, George's Friend"
12613,License to Drive,1988,14,38,1,3,12,Les Anderson,803,132,Dean,Les Anderson
12614,Vampire Effect,2003,3,2,1,1,2,Reeve,6,3,Reeve,Prada
12615,The D Train,2015,19,90,1,8,17,Oliver Lawless,1639,207,Oliver Lawless,Dan Landsman
12616,About Love,2005,5,5,1,1,3,"Yuka (segment ""Tokyo"")",32,12,Yao,Min
12617,The Iron Mask,1929,6,8,1,4,4,Aramis,91,22,Aramis,Athos
12618,The First $20 Million Is Always the Hardest,2002,12,20,1,2,9,Francis Benoit,284,57,Andy Kasper,Francis Benoit
12619,Baghban,2003,14,27,1,0,7,Karan Malhotra,133,11,Pooja Malhotra,Raj Malhotra
12620,Desperate Hours,1990,16,62,1,6,15,Michael Bosworth,1491,133,Tim Cornell,Nora Cornell
12621,Ballistic: Ecks vs Sever,2002,14,40,1,2,11,A.J. Ross,341,29,Rayne Gant,Agent Jeremiah Ecks
12622,Jackie Brown,1997,20,69,1,4,15,Louis Gara,931,63,Louis Gara,Jackie Brown
12623,Keep Your Powder Dry,1945,12,37,1,4,9,Valerie Parks,661,84,Valerie Parks,Leigh Rand
12624,The Lucky One,2012,16,56,1,4,14,Beth Clayton,1512,176,Keith Clayton,Ben Clayton
12625,Female Trouble,1974,14,37,1,3,13,Dawn Davenport / Earl Peterson,538,86,Dawn Davenport / Earl Peterson,Donald Dasher
12626,Victoria & Abdul,2017,18,64,1,4,14,Abdul Karim,584,41,Abdul Karim,"Bertie, Prince of Wales"
12627,Blossoms in the Dust,1941,17,59,1,3,16,Sam Gladney,1821,291,Sam Gladney,Edna Gladney
12628,Gentlemen Prefer Blondes,1953,7,14,1,4,6,Lorelei Lee,137,30,Mr. Esmond Sr.,Lorelei Lee
